SITECODE,SYEAR,PLOTPID,PLOTTYPE,FIELDNAME,VALUE
T04,1994,305,S,VEG_SPEC,515
T04,1994,305,S,VEG_SPEC,546
T04,1994,305,S,VEG_SPEC,548
T04,1994,305,S,VEG_SPEC,1868
T04,1994,305,S,VEG_SPEC,1872
T04,1994,305,S,VEG_SPEC,1939
T04,1994,305,S,VEG_SPEC,1960
T04,1994,305,S,VEG_SPEC,1972
T04,1994,305,S,VEG_SPEC,1984
T04,1994,305,S,VEG_SPEC,2080
T04,1994,305,S,VEG_SPEC,2086
T04,1994,305,S,VEG_SPEC,2180
T04,1994,305,S,VEG_SPEC,2366
T04,1994,305,S,VEG_SPEC,2694
T04,1994,305,S,VEG_SPEC,2695
T04,1994,306,S,Q1,141
T04,1994,306,S,VEG_SPEC,120
T04,1994,306,S,VEG_SPEC,548
T04,1994,306,S,VEG_SPEC,610
T04,1994,306,S,VEG_SPEC,730
T04,1994,306,S,VEG_SPEC,736
T04,1994,306,S,VEG_SPEC,900
T04,1994,306,S,VEG_SPEC,1375
T04,1994,306,S,VEG_SPEC,1482
T04,1994,306,S,VEG_SPEC,1868
T04,1994,306,S,VEG_SPEC,1891
T04,1994,306,S,VEG_SPEC,1940
T04,1994,306,S,VEG_SPEC,2167
T04,1994,306,S,VEG_SPEC,2831
T04,1994,307,S,Q1,141
T04,1994,307,S,VEG_SPEC,307
T04,1994,307,S,VEG_SPEC,548
T04,1994,307,S,VEG_SPEC,577
T04,1994,307,S,VEG_SPEC,610
T04,1994,307,S,VEG_SPEC,736
T04,1994,307,S,VEG_SPEC,900
T04,1994,307,S,VEG_SPEC,1375
T04,1994,307,S,VEG_SPEC,1638
T04,1994,307,S,VEG_SPEC,1868
T04,1994,307,S,VEG_SPEC,1872
T04,1994,307,S,VEG_SPEC,1891
T04,1994,307,S,VEG_SPEC,1939
T04,1994,307,S,VEG_SPEC,1940
T04,1994,308,S,VEG_SPEC,123
T04,1994,308,S,VEG_SPEC,132
T04,1994,308,S,VEG_SPEC,171
T04,1994,308,S,VEG_SPEC,295
T04,1994,308,S,VEG_SPEC,310
T04,1994,308,S,VEG_SPEC,323
T04,1994,308,S,VEG_SPEC,339
T04,1994,308,S,VEG_SPEC,384
T04,1994,308,S,VEG_SPEC,574
T04,1994,308,S,VEG_SPEC,609
T04,1994,308,S,VEG_SPEC,610
T04,1994,308,S,VEG_SPEC,730
T04,1994,308,S,VEG_SPEC,736
T04,1994,308,S,VEG_SPEC,768
T04,1994,308,S,VEG_SPEC,807
T04,1994,308,S,VEG_SPEC,900
T04,1994,308,S,VEG_SPEC,1046
T04,1994,308,S,VEG_SPEC,1059
T04,1994,308,S,VEG_SPEC,1139
T04,1994,308,S,VEG_SPEC,1333
T04,1994,308,S,VEG_SPEC,1350
T04,1994,308,S,VEG_SPEC,1406
T04,1994,308,S,VEG_SPEC,1425
T04,1994,308,S,VEG_SPEC,1480
T04,1994,308,S,VEG_SPEC,1593
T04,1994,308,S,VEG_SPEC,1761
T04,1994,308,S,VEG_SPEC,1914
T04,1994,308,S,VEG_SPEC,1940
T04,1994,308,S,VEG_SPEC,2982
T04,1994,308,S,VEG_SPEC,4291
T04,1994,308,S,VEG_SPEC,4376
T04,1994,309,S,VEG_SPEC,104
T04,1994,309,S,VEG_SPEC,105
T04,1994,309,S,VEG_SPEC,123
T04,1994,309,S,VEG_SPEC,171
T04,1994,309,S,VEG_SPEC,251
T04,1994,309,S,VEG_SPEC,323
T04,1994,309,S,VEG_SPEC,329
T04,1994,309,S,VEG_SPEC,344
T04,1994,309,S,VEG_SPEC,347
T04,1994,309,S,VEG_SPEC,384
T04,1994,309,S,VEG_SPEC,418
T04,1994,309,S,VEG_SPEC,460
T04,1994,309,S,VEG_SPEC,568
T04,1994,309,S,VEG_SPEC,574
T04,1994,309,S,VEG_SPEC,610
T04,1994,309,S,VEG_SPEC,680
T04,1994,309,S,VEG_SPEC,719
T04,1994,309,S,VEG_SPEC,729
T04,1994,309,S,VEG_SPEC,730
T04,1994,309,S,VEG_SPEC,736
T04,1994,309,S,VEG_SPEC,786
T04,1994,309,S,VEG_SPEC,800
T04,1994,309,S,VEG_SPEC,807
T04,1994,309,S,VEG_SPEC,809
T04,1994,309,S,VEG_SPEC,900
T04,1994,309,S,VEG_SPEC,973
T04,1994,309,S,VEG_SPEC,994
T04,1994,309,S,VEG_SPEC,1046
T04,1994,309,S,VEG_SPEC,1059
T04,1994,309,S,VEG_SPEC,1095
T04,1994,309,S,VEG_SPEC,1333
T04,1994,309,S,VEG_SPEC,1350
T04,1994,309,S,VEG_SPEC,1445
T04,1994,309,S,VEG_SPEC,1480
T04,1994,309,S,VEG_SPEC,1546
T04,1994,309,S,VEG_SPEC,1571
T04,1994,309,S,VEG_SPEC,1761
T04,1994,309,S,VEG_SPEC,1847
T04,1994,309,S,VEG_SPEC,1914
T04,1994,309,S,VEG_SPEC,1940
T04,1994,309,S,VEG_SPEC,2167
T04,1994,309,S,VEG_SPEC,2223
T04,1994,309,S,VEG_SPEC,2293
T04,1994,309,S,VEG_SPEC,3635
T04,1994,315,S,VEG_SPEC,278
T04,1994,315,S,VEG_SPEC,546
T04,1994,315,S,VEG_SPEC,548
T04,1994,315,S,VEG_SPEC,1128
T04,1994,315,S,VEG_SPEC,1375
T04,1994,315,S,VEG_SPEC,1574
T04,1994,315,S,VEG_SPEC,1615
T04,1994,315,S,VEG_SPEC,1638
T04,1994,315,S,VEG_SPEC,1868
T04,1994,315,S,VEG_SPEC,1884
T04,1994,315,S,VEG_SPEC,1960
T04,1994,315,S,VEG_SPEC,1993
T04,1994,315,S,VEG_SPEC,2086
T04,1994,315,S,VEG_SPEC,2163
T04,1994,315,S,VEG_SPEC,2180
T04,1994,315,S,VEG_SPEC,2207
T04,1994,315,S,VEG_SPEC,2347
T04,1994,315,S,VEG_SPEC,2695
T04,1994,316,S,VEG_SPEC,278
T04,1994,316,S,VEG_SPEC,546
T04,1994,316,S,VEG_SPEC,548
T04,1994,316,S,VEG_SPEC,1128
T04,1994,316,S,VEG_SPEC,1574
T04,1994,316,S,VEG_SPEC,2113
T04,1994,316,S,VEG_SPEC,2180
T04,1994,316,S,VEG_SPEC,2244
T04,1994,316,S,VEG_SPEC,3013
T04,1994,317,S,Q1,141
T04,1994,317,S,VEG_SPEC,333
T04,1994,317,S,VEG_SPEC,546
T04,1994,317,S,VEG_SPEC,577
T04,1994,317,S,VEG_SPEC,610
T04,1994,317,S,VEG_SPEC,736
T04,1994,317,S,VEG_SPEC,1482
T04,1994,317,S,VEG_SPEC,1794
T04,1994,317,S,VEG_SPEC,1868
T04,1994,317,S,VEG_SPEC,1891
T04,1994,317,S,VEG_SPEC,1939
T04,1994,317,S,VEG_SPEC,1940
T04,1994,317,S,VEG_SPEC,2080
T04,1994,317,S,VEG_SPEC,2167
T04,1994,318,S,Q1,141
T04,1994,318,S,VEG_SPEC,123
T04,1994,318,S,VEG_SPEC,307
T04,1994,318,S,VEG_SPEC,344
T04,1994,318,S,VEG_SPEC,478
T04,1994,318,S,VEG_SPEC,577
T04,1994,318,S,VEG_SPEC,610
T04,1994,318,S,VEG_SPEC,900
T04,1994,318,S,VEG_SPEC,1574
T04,1994,318,S,VEG_SPEC,1638
T04,1994,318,S,VEG_SPEC,1884
T04,1994,318,S,VEG_SPEC,1940
T04,1994,318,S,VEG_SPEC,2068
T04,1994,318,S,VEG_SPEC,2370
T04,1994,318,S,VEG_SPEC,2695
T04,1994,318,S,VEG_SPEC,3013
T04,1994,319,S,VEG_SPEC,120
T04,1994,319,S,VEG_SPEC,319
T04,1994,319,S,VEG_SPEC,478
T04,1994,319,S,VEG_SPEC,546
T04,1994,319,S,VEG_SPEC,577
T04,1994,319,S,VEG_SPEC,610
T04,1994,319,S,VEG_SPEC,736
T04,1994,319,S,VEG_SPEC,809
T04,1994,319,S,VEG_SPEC,900
T04,1994,319,S,VEG_SPEC,1375
T04,1994,319,S,VEG_SPEC,1868
T04,1994,319,S,VEG_SPEC,1872
T04,1994,319,S,VEG_SPEC,1891
T04,1994,319,S,VEG_SPEC,1940
T04,1994,319,S,VEG_SPEC,2080
T04,1994,319,S,VEG_SPEC,2167
T04,1994,319,S,VEG_SPEC,2244
T04,1994,319,S,VEG_SPEC,2695
T04,1994,322,S,Q1,115
T04,1994,322,S,Q2,141
T04,1994,323,S,VEG_SPEC,278
T04,1994,323,S,VEG_SPEC,515
T04,1994,323,S,VEG_SPEC,546
T04,1994,323,S,VEG_SPEC,548
T04,1994,323,S,VEG_SPEC,1128
T04,1994,323,S,VEG_SPEC,1574
T04,1994,323,S,VEG_SPEC,1638
T04,1994,323,S,VEG_SPEC,1960
T04,1994,323,S,VEG_SPEC,2086
T04,1994,323,S,VEG_SPEC,2113
T04,1994,323,S,VEG_SPEC,2164
T04,1994,323,S,VEG_SPEC,2366
T04,1994,323,S,VEG_SPEC,2695
T04,1994,324,S,Q1,141
T04,1994,324,S,VEG_SPEC,278
T04,1994,324,S,VEG_SPEC,478
T04,1994,324,S,VEG_SPEC,515
T04,1994,324,S,VEG_SPEC,548
T04,1994,324,S,VEG_SPEC,577
T04,1994,324,S,VEG_SPEC,610
T04,1994,324,S,VEG_SPEC,1375
T04,1994,324,S,VEG_SPEC,1378
T04,1994,324,S,VEG_SPEC,1405
T04,1994,324,S,VEG_SPEC,1638
T04,1994,324,S,VEG_SPEC,1761
T04,1994,324,S,VEG_SPEC,1872
T04,1994,324,S,VEG_SPEC,1891
T04,1994,324,S,VEG_SPEC,1939
T04,1994,324,S,VEG_SPEC,1940
T04,1994,324,S,VEG_SPEC,1960
T04,1994,324,S,VEG_SPEC,2695
T04,1994,325,S,Q1,141
T04,1994,325,S,VEG_SPEC,478
T04,1994,325,S,VEG_SPEC,515
T04,1994,325,S,VEG_SPEC,548
T04,1994,325,S,VEG_SPEC,1128
T04,1994,325,S,VEG_SPEC,1375
T04,1994,325,S,VEG_SPEC,1615
T04,1994,325,S,VEG_SPEC,2086
T04,1994,325,S,VEG_SPEC,2113
T04,1994,325,S,VEG_SPEC,2180
T04,1994,325,S,VEG_SPEC,2347
T04,1994,325,S,VEG_SPEC,2360
T04,1994,325,S,VEG_SPEC,2365
T04,1994,325,S,VEG_SPEC,2391
T04,1994,326,S,Q1,141
T04,1994,326,S,VEG_SPEC,123
T04,1994,326,S,VEG_SPEC,288
T04,1994,326,S,VEG_SPEC,307
T04,1994,326,S,VEG_SPEC,477
T04,1994,326,S,VEG_SPEC,574
T04,1994,326,S,VEG_SPEC,577
T04,1994,326,S,VEG_SPEC,610
T04,1994,326,S,VEG_SPEC,807
T04,1994,326,S,VEG_SPEC,900
T04,1994,326,S,VEG_SPEC,1139
T04,1994,326,S,VEG_SPEC,1375
T04,1994,326,S,VEG_SPEC,1638
T04,1994,326,S,VEG_SPEC,1872
T04,1994,326,S,VEG_SPEC,1891
T04,1994,326,S,VEG_SPEC,1940
T04,1994,326,S,VEG_SPEC,2071
T04,1994,326,S,VEG_SPEC,2244
T04,1994,326,S,VEG_SPEC,2362
T04,1994,326,S,VEG_SPEC,3273
T04,1994,332,S,VEG_SPEC,278
T04,1994,332,S,VEG_SPEC,515
T04,1994,332,S,VEG_SPEC,546
T04,1994,332,S,VEG_SPEC,548
T04,1994,332,S,VEG_SPEC,1210
T04,1994,332,S,VEG_SPEC,1574
T04,1994,332,S,VEG_SPEC,1575
T04,1994,332,S,VEG_SPEC,1972
T04,1994,332,S,VEG_SPEC,2086
T04,1994,332,S,VEG_SPEC,2164
T04,1994,332,S,VEG_SPEC,2180
T04,1994,332,S,VEG_SPEC,2209
T04,1994,332,S,VEG_SPEC,2218
T04,1994,332,S,VEG_SPEC,2347
T04,1994,333,S,Q1,115
T04,1994,333,S,Q2,141
T04,1994,333,S,VEG_SPEC,278
T04,1994,333,S,VEG_SPEC,515
T04,1994,333,S,VEG_SPEC,546
T04,1994,333,S,VEG_SPEC,548
T04,1994,333,S,VEG_SPEC,1210
T04,1994,333,S,VEG_SPEC,1574
T04,1994,333,S,VEG_SPEC,1884
T04,1994,333,S,VEG_SPEC,1960
T04,1994,333,S,VEG_SPEC,2080
T04,1994,333,S,VEG_SPEC,2086
T04,1994,333,S,VEG_SPEC,2088
T04,1994,333,S,VEG_SPEC,2133
T04,1994,333,S,VEG_SPEC,2164
T04,1994,333,S,VEG_SPEC,2180
T04,1994,333,S,VEG_SPEC,2218
T04,1994,333,S,VEG_SPEC,2366
T04,1994,333,S,VEG_SPEC,2694
T04,1994,334,S,Q1,141
T04,1994,334,S,VEG_SPEC,278
T04,1994,334,S,VEG_SPEC,515
T04,1994,334,S,VEG_SPEC,548
T04,1994,334,S,VEG_SPEC,1128
T04,1994,334,S,VEG_SPEC,1375
T04,1994,334,S,VEG_SPEC,1574
T04,1994,334,S,VEG_SPEC,1960
T04,1994,334,S,VEG_SPEC,2086
T04,1994,334,S,VEG_SPEC,2113
T04,1994,334,S,VEG_SPEC,2180
T04,1994,334,S,VEG_SPEC,2207
T04,1994,334,S,VEG_SPEC,2347
T04,1994,334,S,VEG_SPEC,2360
T04,1994,334,S,VEG_SPEC,2366
T04,1994,335,S,Q1,141
T04,1994,335,S,VEG_SPEC,123
T04,1994,335,S,VEG_SPEC,166
T04,1994,335,S,VEG_SPEC,310
T04,1994,335,S,VEG_SPEC,384
T04,1994,335,S,VEG_SPEC,574
T04,1994,335,S,VEG_SPEC,577
T04,1994,335,S,VEG_SPEC,610
T04,1994,335,S,VEG_SPEC,807
T04,1994,335,S,VEG_SPEC,988
T04,1994,335,S,VEG_SPEC,1139
T04,1994,335,S,VEG_SPEC,1333
T04,1994,335,S,VEG_SPEC,1350
T04,1994,335,S,VEG_SPEC,1375
T04,1994,335,S,VEG_SPEC,1425
T04,1994,335,S,VEG_SPEC,1429
T04,1994,335,S,VEG_SPEC,1638
T04,1994,335,S,VEG_SPEC,1766
T04,1994,335,S,VEG_SPEC,1891
T04,1994,335,S,VEG_SPEC,1894
T04,1994,335,S,VEG_SPEC,1914
T04,1994,335,S,VEG_SPEC,1940
T04,1994,335,S,VEG_SPEC,2244
T04,1994,335,S,VEG_SPEC,2362
T04,1994,335,S,VEG_SPEC,2391
T04,1994,338,S,VEG_SPEC,278
T04,1994,338,S,VEG_SPEC,542
T04,1994,338,S,VEG_SPEC,546
T04,1994,338,S,VEG_SPEC,548
T04,1994,338,S,VEG_SPEC,1210
T04,1994,338,S,VEG_SPEC,1574
T04,1994,338,S,VEG_SPEC,1576
T04,1994,338,S,VEG_SPEC,1972
T04,1994,338,S,VEG_SPEC,2088
T04,1994,338,S,VEG_SPEC,2347
T04,1994,338,S,VEG_SPEC,2360
T04,1994,341,S,Q1,141
T04,1994,341,S,VEG_SPEC,278
T04,1994,341,S,VEG_SPEC,515
T04,1994,341,S,VEG_SPEC,546
T04,1994,341,S,VEG_SPEC,548
T04,1994,341,S,VEG_SPEC,1638
T04,1994,341,S,VEG_SPEC,1868
T04,1994,341,S,VEG_SPEC,1872
T04,1994,341,S,VEG_SPEC,1884
T04,1994,341,S,VEG_SPEC,1891
T04,1994,341,S,VEG_SPEC,1939
T04,1994,341,S,VEG_SPEC,1940
T04,1994,341,S,VEG_SPEC,1960
T04,1994,341,S,VEG_SPEC,1972
T04,1994,341,S,VEG_SPEC,1976
T04,1994,341,S,VEG_SPEC,2082
T04,1994,341,S,VEG_SPEC,2695
T04,1994,342,S,Q1,141
T04,1994,342,S,VEG_SPEC,278
T04,1994,342,S,VEG_SPEC,515
T04,1994,342,S,VEG_SPEC,546
T04,1994,342,S,VEG_SPEC,548
T04,1994,342,S,VEG_SPEC,1128
T04,1994,342,S,VEG_SPEC,1375
T04,1994,342,S,VEG_SPEC,1638
T04,1994,342,S,VEG_SPEC,1868
T04,1994,342,S,VEG_SPEC,1872
T04,1994,342,S,VEG_SPEC,1939
T04,1994,342,S,VEG_SPEC,1960
T04,1994,342,S,VEG_SPEC,2366
T04,1994,342,S,VEG_SPEC,2695
T04,1994,343,S,Q1,141
T04,1994,343,S,VEG_SPEC,278
T04,1994,343,S,VEG_SPEC,515
T04,1994,343,S,VEG_SPEC,548
T04,1994,343,S,VEG_SPEC,577
T04,1994,343,S,VEG_SPEC,610
T04,1994,343,S,VEG_SPEC,1128
T04,1994,343,S,VEG_SPEC,1375
T04,1994,343,S,VEG_SPEC,1378
T04,1994,343,S,VEG_SPEC,1405
T04,1994,343,S,VEG_SPEC,1638
T04,1994,343,S,VEG_SPEC,1868
T04,1994,343,S,VEG_SPEC,1872
T04,1994,343,S,VEG_SPEC,1939
T04,1994,343,S,VEG_SPEC,1960
T04,1994,343,S,VEG_SPEC,2056
T04,1994,343,S,VEG_SPEC,2180
T04,1994,343,S,VEG_SPEC,2695
T04,1994,344,S,Q1,141
T04,1994,344,S,VEG_SPEC,278
T04,1994,344,S,VEG_SPEC,333
T04,1994,344,S,VEG_SPEC,477
T04,1994,344,S,VEG_SPEC,515
T04,1994,344,S,VEG_SPEC,546
T04,1994,344,S,VEG_SPEC,548
T04,1994,344,S,VEG_SPEC,1375
T04,1994,344,S,VEG_SPEC,1482
T04,1994,344,S,VEG_SPEC,1574
T04,1994,344,S,VEG_SPEC,1638
T04,1994,344,S,VEG_SPEC,1963
T04,1994,344,S,VEG_SPEC,1972
T04,1994,344,S,VEG_SPEC,1973
T04,1994,344,S,VEG_SPEC,2086
T04,1994,344,S,VEG_SPEC,2113
T04,1994,344,S,VEG_SPEC,2163
T04,1994,344,S,VEG_SPEC,2180
T04,1994,344,S,VEG_SPEC,2347
T04,1994,344,S,VEG_SPEC,2360
T04,1994,344,S,VEG_SPEC,2366
T04,1994,344,S,VEG_SPEC,2370
T04,1994,345,S,Q1,141
T04,1994,345,S,VEG_SPEC,123
T04,1994,345,S,VEG_SPEC,308
T04,1994,345,S,VEG_SPEC,460
T04,1994,345,S,VEG_SPEC,574
T04,1994,345,S,VEG_SPEC,610
T04,1994,345,S,VEG_SPEC,807
T04,1994,345,S,VEG_SPEC,900
T04,1994,345,S,VEG_SPEC,981
T04,1994,345,S,VEG_SPEC,1375
T04,1994,345,S,VEG_SPEC,1890
T04,1994,345,S,VEG_SPEC,1940
T04,1994,345,S,VEG_SPEC,2370
T04,1994,345,S,VEG_SPEC,2695
T04,1994,351,S,VEG_SPEC,123
T04,1994,351,S,VEG_SPEC,132
T04,1994,351,S,VEG_SPEC,171
T04,1994,351,S,VEG_SPEC,230
T04,1994,351,S,VEG_SPEC,295
T04,1994,351,S,VEG_SPEC,339
T04,1994,351,S,VEG_SPEC,384
T04,1994,351,S,VEG_SPEC,418
T04,1994,351,S,VEG_SPEC,460
T04,1994,351,S,VEG_SPEC,574
T04,1994,351,S,VEG_SPEC,609
T04,1994,351,S,VEG_SPEC,610
T04,1994,351,S,VEG_SPEC,612
T04,1994,351,S,VEG_SPEC,719
T04,1994,351,S,VEG_SPEC,730
T04,1994,351,S,VEG_SPEC,807
T04,1994,351,S,VEG_SPEC,900
T04,1994,351,S,VEG_SPEC,989
T04,1994,351,S,VEG_SPEC,1059
T04,1994,351,S,VEG_SPEC,1095
T04,1994,351,S,VEG_SPEC,1139
T04,1994,351,S,VEG_SPEC,1333
T04,1994,351,S,VEG_SPEC,1350
T04,1994,351,S,VEG_SPEC,1406
T04,1994,351,S,VEG_SPEC,1766
T04,1994,351,S,VEG_SPEC,1872
T04,1994,351,S,VEG_SPEC,1892
T04,1994,351,S,VEG_SPEC,1914
T04,1994,351,S,VEG_SPEC,1940
T04,1994,351,S,VEG_SPEC,2718
T04,1994,351,S,VEG_SPEC,2982
T04,1994,351,S,VEG_SPEC,4376
T04,1994,352,S,Q1,141
T04,1994,352,S,VEG_SPEC,278
T04,1994,352,S,VEG_SPEC,515
T04,1994,352,S,VEG_SPEC,546
T04,1994,352,S,VEG_SPEC,548
T04,1994,352,S,VEG_SPEC,1128
T04,1994,352,S,VEG_SPEC,1482
T04,1994,352,S,VEG_SPEC,1868
T04,1994,352,S,VEG_SPEC,1872
T04,1994,352,S,VEG_SPEC,1939
T04,1994,352,S,VEG_SPEC,1960
T04,1994,352,S,VEG_SPEC,1976
T04,1994,352,S,VEG_SPEC,2695
T04,1994,353,S,Q1,141
T04,1994,353,S,VEG_SPEC,278
T04,1994,353,S,VEG_SPEC,515
T04,1994,353,S,VEG_SPEC,546
T04,1994,353,S,VEG_SPEC,548
T04,1994,353,S,VEG_SPEC,1128
T04,1994,353,S,VEG_SPEC,1375
T04,1994,353,S,VEG_SPEC,1378
T04,1994,353,S,VEG_SPEC,1482
T04,1994,353,S,VEG_SPEC,1868
T04,1994,353,S,VEG_SPEC,1872
T04,1994,353,S,VEG_SPEC,1891
T04,1994,353,S,VEG_SPEC,1939
T04,1994,353,S,VEG_SPEC,1960
T04,1994,353,S,VEG_SPEC,2161
T04,1994,353,S,VEG_SPEC,2695
T04,1994,354,S,VEG_SPEC,278
T04,1994,354,S,VEG_SPEC,478
T04,1994,354,S,VEG_SPEC,515
T04,1994,354,S,VEG_SPEC,546
T04,1994,354,S,VEG_SPEC,548
T04,1994,354,S,VEG_SPEC,1375
T04,1994,354,S,VEG_SPEC,1378
T04,1994,354,S,VEG_SPEC,1638
T04,1994,354,S,VEG_SPEC,1868
T04,1994,354,S,VEG_SPEC,1872
T04,1994,354,S,VEG_SPEC,1940
T04,1994,354,S,VEG_SPEC,1960
T04,1994,354,S,VEG_SPEC,2694
T04,1994,354,S,VEG_SPEC,2695
T04,1994,355,S,Q1,141
T04,1994,355,S,VEG_SPEC,278
T04,1994,355,S,VEG_SPEC,515
T04,1994,355,S,VEG_SPEC,546
T04,1994,355,S,VEG_SPEC,548
T04,1994,355,S,VEG_SPEC,1128
T04,1994,355,S,VEG_SPEC,1375
T04,1994,355,S,VEG_SPEC,1482
T04,1994,355,S,VEG_SPEC,1638
T04,1994,355,S,VEG_SPEC,1868
T04,1994,355,S,VEG_SPEC,1872
T04,1994,355,S,VEG_SPEC,1891
T04,1994,355,S,VEG_SPEC,1939
T04,1994,355,S,VEG_SPEC,1960
T04,1994,355,S,VEG_SPEC,1976
T04,1994,355,S,VEG_SPEC,2695
T04,1994,356,S,Q1,141
T04,1994,356,S,VEG_SPEC,127
T04,1994,356,S,VEG_SPEC,251
T04,1994,356,S,VEG_SPEC,310
T04,1994,356,S,VEG_SPEC,315
T04,1994,356,S,VEG_SPEC,325
T04,1994,356,S,VEG_SPEC,329
T04,1994,356,S,VEG_SPEC,339
T04,1994,356,S,VEG_SPEC,371
T04,1994,356,S,VEG_SPEC,460
T04,1994,356,S,VEG_SPEC,574
T04,1994,356,S,VEG_SPEC,577
T04,1994,356,S,VEG_SPEC,719
T04,1994,356,S,VEG_SPEC,768
T04,1994,356,S,VEG_SPEC,876
T04,1994,356,S,VEG_SPEC,900
T04,1994,356,S,VEG_SPEC,970
T04,1994,356,S,VEG_SPEC,1046
T04,1994,356,S,VEG_SPEC,1054
T04,1994,356,S,VEG_SPEC,1059
T04,1994,356,S,VEG_SPEC,1081
T04,1994,356,S,VEG_SPEC,1089
T04,1994,356,S,VEG_SPEC,1190
T04,1994,356,S,VEG_SPEC,1235
T04,1994,356,S,VEG_SPEC,1305
T04,1994,356,S,VEG_SPEC,1445
T04,1994,356,S,VEG_SPEC,1546
T04,1994,356,S,VEG_SPEC,1571
T04,1994,356,S,VEG_SPEC,1600
T04,1994,356,S,VEG_SPEC,1658
T04,1994,356,S,VEG_SPEC,1688
T04,1994,356,S,VEG_SPEC,1891
T04,1994,356,S,VEG_SPEC,1940
T04,1994,356,S,VEG_SPEC,2003
T04,1994,356,S,VEG_SPEC,2969
T04,1994,356,S,VEG_SPEC,2982
T04,1994,357,S,Q1,141
T04,1994,357,S,Q2,144
T04,1994,357,S,VEG_SPEC,120
T04,1994,357,S,VEG_SPEC,123
T04,1994,357,S,VEG_SPEC,171
T04,1994,357,S,VEG_SPEC,251
T04,1994,357,S,VEG_SPEC,295
T04,1994,357,S,VEG_SPEC,310
T04,1994,357,S,VEG_SPEC,329
T04,1994,357,S,VEG_SPEC,339
T04,1994,357,S,VEG_SPEC,344
T04,1994,357,S,VEG_SPEC,347
T04,1994,357,S,VEG_SPEC,371
T04,1994,357,S,VEG_SPEC,384
T04,1994,357,S,VEG_SPEC,460
T04,1994,357,S,VEG_SPEC,576
T04,1994,357,S,VEG_SPEC,577
T04,1994,357,S,VEG_SPEC,680
T04,1994,357,S,VEG_SPEC,736
T04,1994,357,S,VEG_SPEC,807
T04,1994,357,S,VEG_SPEC,809
T04,1994,357,S,VEG_SPEC,825
T04,1994,357,S,VEG_SPEC,900
T04,1994,357,S,VEG_SPEC,1046
T04,1994,357,S,VEG_SPEC,1059
T04,1994,357,S,VEG_SPEC,1081
T04,1994,357,S,VEG_SPEC,1350
T04,1994,357,S,VEG_SPEC,1445
T04,1994,357,S,VEG_SPEC,1546
T04,1994,357,S,VEG_SPEC,1593
T04,1994,357,S,VEG_SPEC,1872
T04,1994,357,S,VEG_SPEC,2167
T04,1994,357,S,VEG_SPEC,2282
T04,1994,358,S,VEG_SPEC,1574
T04,1994,358,S,VEG_SPEC,1884
T04,1994,358,S,VEG_SPEC,1932
T04,1994,358,S,VEG_SPEC,2068
T04,1994,358,S,VEG_SPEC,2113
T04,1994,358,S,VEG_SPEC,2138
T04,1994,358,S,VEG_SPEC,2180
T04,1994,358,S,VEG_SPEC,2347
T04,1994,358,S,VEG_SPEC,2378
T04,1994,358,S,VEG_SPEC,2703
T04,1994,358,S,VEG_SPEC,4236
T04,1994,359,S,VEG_SPEC,278
T04,1994,359,S,VEG_SPEC,478
T04,1994,359,S,VEG_SPEC,577
T04,1994,359,S,VEG_SPEC,610
T04,1994,359,S,VEG_SPEC,1638
T04,1994,359,S,VEG_SPEC,2068
T04,1994,359,S,VEG_SPEC,2113
T04,1994,359,S,VEG_SPEC,2347
T04,1994,359,S,VEG_SPEC,2366
T04,1994,359,S,VEG_SPEC,2695
T04,1994,365,S,Q1,141
T04,1994,365,S,VEG_SPEC,278
T04,1994,365,S,VEG_SPEC,515
T04,1994,365,S,VEG_SPEC,546
T04,1994,365,S,VEG_SPEC,548
T04,1994,365,S,VEG_SPEC,736
T04,1994,365,S,VEG_SPEC,1128
T04,1994,365,S,VEG_SPEC,1375
T04,1994,365,S,VEG_SPEC,1378
T04,1994,365,S,VEG_SPEC,1868
T04,1994,365,S,VEG_SPEC,1872
T04,1994,365,S,VEG_SPEC,1939
T04,1994,365,S,VEG_SPEC,1960
T04,1994,365,S,VEG_SPEC,1976
T04,1994,366,S,Q1,141
T04,1994,366,S,VEG_SPEC,278
T04,1994,366,S,VEG_SPEC,478
T04,1994,366,S,VEG_SPEC,515
T04,1994,366,S,VEG_SPEC,546
T04,1994,366,S,VEG_SPEC,736
T04,1994,366,S,VEG_SPEC,1210
T04,1994,366,S,VEG_SPEC,1375
T04,1994,366,S,VEG_SPEC,1868
T04,1994,366,S,VEG_SPEC,1872
T04,1994,366,S,VEG_SPEC,1891
T04,1994,366,S,VEG_SPEC,1939
T04,1994,366,S,VEG_SPEC,1940
T04,1994,366,S,VEG_SPEC,2695
T04,1994,367,S,VEG_SPEC,278
T04,1994,367,S,VEG_SPEC,478
T04,1994,367,S,VEG_SPEC,548
T04,1994,367,S,VEG_SPEC,577
T04,1994,367,S,VEG_SPEC,736
T04,1994,367,S,VEG_SPEC,900
T04,1994,367,S,VEG_SPEC,1128
T04,1994,367,S,VEG_SPEC,1210
T04,1994,367,S,VEG_SPEC,1375
T04,1994,367,S,VEG_SPEC,1872
T04,1994,367,S,VEG_SPEC,1891
T04,1994,367,S,VEG_SPEC,1939
T04,1994,367,S,VEG_SPEC,1960
T04,1994,367,S,VEG_SPEC,1972
